"Feature"	"Mean.Timberlake_Field(n=5)"	"Mean.Timberlake_Lab(n=18)"	"StdErr.Timberlake_Field(n=5)"	"StdErr.Timberlake_Lab(n=18)"	"MWTest.UStat"	"MWTest.Pval"	"MWTest.adjPval"	"3300017993.Timberlake_Field"	"3300017994.Timberlake_Field"	"3300017930.Timberlake_Field"	"3300017936.Timberlake_Field"	"3300017927.Timberlake_Field"	"3300017822.Timberlake_Lab"	"3300017821.Timberlake_Lab"	"3300017937.Timberlake_Lab"	"3300018001.Timberlake_Lab"	"3300018006.Timberlake_Lab"	"3300017823.Timberlake_Lab"	"3300017995.Timberlake_Lab"	"3300017932.Timberlake_Lab"	"3300017926.Timberlake_Lab"	"3300017928.Timberlake_Lab"	"3300017942.Timberlake_Lab"	"3300018007.Timberlake_Lab"	"3300017924.Timberlake_Lab"	"3300017934.Timberlake_Lab"	"3300017933.Timberlake_Lab"	"3300017943.Timberlake_Lab"	"3300018012.Timberlake_Lab"	"3300017955.Timberlake_Lab"
"pfam06685"	"7.6"	"34.6111111111111"	"1.80554700852678"	"6.25709473860683"	"11.5"	"0.013741940822684"	"0.0608551663635212"	"4"	"14"	"5"	"9"	"6"	"20"	"12"	"25"	"34"	"38"	"66"	"26"	"35"	"2"	"9"	"26"	"58"	"6"	"75"	"20"	"73"	"9"	"89"
"pfam06686"	"0"	"12.2777777777778"	"0"	"4.94202040896083"	"25"	"0.0874575012807811"	"0.220815584848629"	"0"	"0"	"0"	"0"	"0"	"0"	"47"	"74"	"0"	"0"	"0"	"0"	"16"	"17"	"14"	"8"	"0"	"4"	"0"	"0"	"0"	"41"	"0"
"pfam06687"	"0"	"0.5"	"0"	"0.305183968946537"	"37.5"	"0.372573945059307"	"0.585899404211635"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"2"	"0"
"pfam06689"	"1201.6"	"1432.05555555556"	"74.3132558834559"	"108.474853934416"	"31"	"0.325180540283515"	"0.551892705326942"	"997"	"1146"	"1290"	"1434"	"1141"	"1271"	"861"	"1361"	"1377"	"1275"	"1300"	"1482"	"1427"	"1210"	"1197"	"1724"	"1806"	"1049"	"1057"	"1242"	"2255"	"1121"	"2762"
"pfam06691"	"7.8"	"3.77777777777778"	"2.57681974534502"	"1.40157603995928"	"63.5"	"0.160183181135406"	"0.342277206857378"	"9"	"0"	"16"	"8"	"6"	"0"	"0"	"20"	"0"	"2"	"0"	"10"	"0"	"2"	"0"	"0"	"0"	"6"	"9"	"0"	"2"	"15"	"2"
"pfam06693"	"8.8"	"1.11111111111111"	"2.17715410570772"	"0.831916006038981"	"84"	"0.00110077455453799"	"0.0134886127578006"	"8"	"2"	"7"	"14"	"13"	"0"	"0"	"1"	"15"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"pfam06695"	"7.2"	"5.16666666666667"	"1.52970585407784"	"2.05520223071851"	"68"	"0.0825738572699799"	"0.212182838086886"	"8"	"3"	"12"	"8"	"5"	"3"	"0"	"14"	"8"	"0"	"0"	"0"	"4"	"22"	"0"	"0"	"0"	"0"	"3"	"0"	"3"	"31"	"5"
"pfam06698"	"132.6"	"101.444444444444"	"8.92524509467387"	"12.465697304827"	"66.5"	"0.117434231968082"	"0.275163282614161"	"121"	"164"	"135"	"132"	"111"	"88"	"28"	"180"	"164"	"76"	"126"	"113"	"67"	"27"	"53"	"52"	"123"	"71"	"66"	"109"	"157"	"110"	"216"
"pfam06707"	"396.4"	"236.388888888889"	"18.9857841555202"	"31.3576396013043"	"79.5"	"0.0112499773076718"	"0.0535282171513908"	"361"	"432"	"448"	"389"	"352"	"262"	"51"	"259"	"300"	"238"	"275"	"289"	"210"	"55"	"90"	"167"	"362"	"209"	"193"	"214"	"432"	"75"	"574"
"pfam06713"	"5"	"9.11111111111111"	"2.25831795812724"	"1.72806304519328"	"29.5"	"0.260348978411938"	"0.483799416275113"	"0"	"9"	"11"	"5"	"0"	"5"	"0"	"24"	"17"	"11"	"7"	"6"	"3"	"0"	"12"	"11"	"2"	"0"	"15"	"8"	"22"	"6"	"15"
"pfam06715"	"16.4"	"18.4444444444444"	"3.2649655434629"	"3.41873177401049"	"44.5"	"1"	"1"	"12"	"7"	"26"	"17"	"20"	"21"	"0"	"14"	"20"	"10"	"15"	"30"	"0"	"3"	"2"	"22"	"16"	"16"	"29"	"18"	"48"	"16"	"52"
"pfam06718"	"103.8"	"114.055555555556"	"6.63626400921482"	"17.809719058865"	"45.5"	"1"	"1"	"98"	"90"	"107"	"128"	"96"	"141"	"14"	"106"	"66"	"105"	"146"	"156"	"96"	"49"	"53"	"110"	"150"	"49"	"71"	"104"	"229"	"70"	"338"
"pfam06719"	"162"	"394.055555555556"	"21.487205495364"	"49.9881994062979"	"10"	"0.00671639573241404"	"0.03721200006493"	"115"	"124"	"181"	"234"	"156"	"374"	"155"	"187"	"211"	"406"	"505"	"443"	"309"	"128"	"188"	"410"	"418"	"214"	"536"	"434"	"760"	"473"	"942"
"pfam06722"	"0"	"5.83333333333333"	"0"	"1.27379316201958"	"12.5"	"0.012747407838261"	"0.0571791621971119"	"0"	"0"	"0"	"0"	"0"	"3"	"5"	"2"	"17"	"0"	"0"	"3"	"9"	"10"	"6"	"11"	"8"	"5"	"0"	"0"	"11"	"0"	"15"
"pfam06723"	"2293.6"	"2492.88888888889"	"128.577058606891"	"177.714408640632"	"40.5"	"0.765481981081017"	"0.813548170094131"	"1986"	"2071"	"2528"	"2651"	"2232"	"1856"	"1668"	"2876"	"2232"	"2227"	"2392"	"2291"	"2308"	"2633"	"2307"	"2967"	"2704"	"1751"	"1856"	"1990"	"3725"	"2331"	"4758"
"pfam06724"	"159.8"	"184.833333333333"	"32.0646222494512"	"37.8499143073257"	"47.5"	"0.881468383359168"	"0.899366743725499"	"196"	"265"	"115"	"139"	"84"	"129"	"86"	"703"	"149"	"61"	"42"	"74"	"193"	"304"	"231"	"345"	"243"	"274"	"20"	"84"	"134"	"65"	"190"
"pfam06725"	"295.6"	"193.5"	"12.9522198869537"	"20.1194553519754"	"79.5"	"0.0112298667990923"	"0.0535282171513908"	"257"	"319"	"313"	"317"	"272"	"245"	"201"	"405"	"238"	"181"	"126"	"211"	"164"	"83"	"99"	"134"	"209"	"201"	"100"	"155"	"257"	"124"	"350"
"pfam06727"	"31.4"	"3.83333333333333"	"3.6"	"1.06104523629488"	"90"	"0.000754870903373492"	"0.012159070287027"	"28"	"23"	"34"	"44"	"28"	"3"	"10"	"4"	"6"	"2"	"7"	"0"	"0"	"0"	"0"	"4"	"5"	"0"	"17"	"0"	"0"	"4"	"7"
"pfam06728"	"3.8"	"5.5"	"1.28062484748657"	"1.19434944142629"	"39.5"	"0.70646646301607"	"0.770070590971623"	"3"	"0"	"4"	"8"	"4"	"0"	"4"	"3"	"15"	"6"	"5"	"0"	"5"	"4"	"0"	"3"	"2"	"0"	"13"	"3"	"11"	"11"	"14"
"pfam06732"	"0"	"0.111111111111111"	"0"	"0.111111111111111"	"42.5"	"0.673289979659996"	"0.74521387741079"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"
"pfam06733"	"134.6"	"289.777777777778"	"11.6516093309036"	"27.648654135898"	"6"	"0.00172367678088502"	"0.0168677898820987"	"104"	"143"	"124"	"174"	"128"	"154"	"271"	"175"	"513"	"336"	"337"	"223"	"262"	"153"	"202"	"340"	"277"	"122"	"449"	"187"	"330"	"419"	"466"
"pfam06736"	"718.2"	"1207.55555555556"	"45.685227371657"	"111.284720578039"	"14"	"0.0192576302416119"	"0.0756810938925553"	"639"	"722"	"747"	"871"	"612"	"818"	"1214"	"1321"	"1399"	"729"	"762"	"838"	"1863"	"1740"	"1251"	"1704"	"1511"	"755"	"585"	"724"	"1572"	"816"	"2134"
"pfam06737"	"48.2"	"256.5"	"15.6760964528801"	"51.9084318210216"	"14"	"0.0192576302416119"	"0.0756810938925553"	"62"	"103"	"23"	"35"	"18"	"109"	"226"	"664"	"279"	"56"	"49"	"99"	"408"	"763"	"332"	"546"	"174"	"223"	"13"	"94"	"189"	"34"	"359"
"pfam06738"	"34.4"	"133.166666666667"	"7.58683069535626"	"14.9594768528989"	"2.5"	"0.0017405277262444"	"0.0168677898820987"	"33"	"55"	"17"	"48"	"19"	"144"	"111"	"151"	"120"	"121"	"152"	"135"	"97"	"48"	"60"	"165"	"127"	"67"	"53"	"145"	"235"	"160"	"306"
"pfam06739"	"635.6"	"1404.16666666667"	"102.162909120678"	"243.629087657737"	"24"	"0.129632381348628"	"0.290586459789485"	"408"	"404"	"807"	"907"	"652"	"1179"	"349"	"451"	"764"	"1589"	"2120"	"1754"	"524"	"210"	"543"	"1112"	"1536"	"480"	"2571"	"1250"	"3348"	"1666"	"3829"
"pfam06742"	"337.6"	"817.722222222222"	"43.4322460851382"	"87.5808797274106"	"4"	"0.000713245564504146"	"0.012159070287027"	"397"	"461"	"273"	"341"	"216"	"898"	"693"	"669"	"843"	"643"	"641"	"892"	"867"	"653"	"694"	"1002"	"812"	"581"	"297"	"732"	"1489"	"401"	"1912"
"pfam06743"	"0.2"	"0.0555555555555556"	"0.2"	"0.0555555555555556"	"51.5"	"0.359942102475147"	"0.585899404211635"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"pfam06744"	"65.6"	"126.277777777778"	"13.162826444195"	"24.2633704876699"	"23"	"0.10895421447438"	"0.261351817446409"	"44"	"37"	"102"	"92"	"53"	"109"	"3"	"56"	"112"	"138"	"224"	"152"	"62"	"16"	"26"	"72"	"115"	"56"	"150"	"135"	"305"	"129"	"413"
"pfam06745"	"1155.4"	"1218.38888888889"	"71.0961321029492"	"172.390803533903"	"47"	"0.913845879520937"	"0.919984045243255"	"1006"	"1016"	"1199"	"1395"	"1161"	"410"	"1211"	"818"	"2894"	"1322"	"1441"	"859"	"778"	"362"	"533"	"1260"	"1027"	"476"	"2550"	"755"	"1354"	"1589"	"2292"
"pfam06746"	"0"	"0.111111111111111"	"0"	"0.111111111111111"	"42.5"	"0.673289979659996"	"0.74521387741079"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"pfam06748"	"4.4"	"5.5"	"1.56843871413581"	"2.55942446553346"	"58.5"	"0.310556665240183"	"0.542538000589411"	"8"	"8"	"3"	"3"	"0"	"0"	"0"	"37"	"31"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"2"	"4"	"0"	"3"	"6"	"0"	"12"
"pfam06750"	"475.4"	"503.777777777778"	"56.4097509301362"	"70.8325631125624"	"46"	"0.97126214746352"	"1"	"333"	"355"	"544"	"624"	"521"	"408"	"229"	"446"	"478"	"657"	"634"	"602"	"240"	"135"	"177"	"382"	"533"	"198"	"536"	"427"	"1105"	"605"	"1276"
"pfam06751"	"301.6"	"391.333333333333"	"14.3129312162114"	"48.5481366133393"	"34"	"0.446016226336592"	"0.666417850729459"	"286"	"273"	"318"	"350"	"281"	"403"	"159"	"177"	"297"	"515"	"456"	"446"	"245"	"131"	"263"	"353"	"529"	"157"	"289"	"433"	"751"	"560"	"880"
"pfam06754"	"10.6"	"33.3333333333333"	"0.871779788708135"	"4.82842888424341"	"5.5"	"0.00351780098645789"	"0.024920593618306"	"10"	"10"	"14"	"10"	"9"	"36"	"27"	"46"	"79"	"23"	"23"	"22"	"51"	"13"	"13"	"36"	"80"	"12"	"10"	"21"	"37"	"35"	"36"
"pfam06761"	"95.6"	"186.388888888889"	"9.48999473129464"	"31.510568710359"	"25.5"	"0.156621451572999"	"0.336258404179817"	"67"	"82"	"116"	"115"	"98"	"178"	"26"	"56"	"150"	"214"	"298"	"268"	"116"	"35"	"71"	"96"	"204"	"93"	"207"	"182"	"459"	"189"	"513"
"pfam06762"	"693.2"	"692.666666666667"	"66.3079180792158"	"104.541826385673"	"50.5"	"0.709319561853641"	"0.770220736897496"	"539"	"561"	"822"	"866"	"678"	"752"	"190"	"390"	"339"	"866"	"734"	"859"	"338"	"217"	"369"	"581"	"901"	"372"	"514"	"738"	"1355"	"979"	"1974"
"pfam06763"	"4.6"	"0.111111111111111"	"1.50332963783729"	"0.111111111111111"	"80.5"	"0.00030225862837421"	"0.00771635710758223"	"3"	"0"	"9"	"5"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"
"pfam06764"	"476"	"451.666666666667"	"46.4209004651999"	"69.1351333741873"	"55.5"	"0.455945224376426"	"0.669435894685097"	"394"	"379"	"556"	"614"	"437"	"460"	"118"	"377"	"372"	"477"	"556"	"612"	"219"	"79"	"222"	"328"	"632"	"233"	"343"	"443"	"885"	"450"	"1324"
"pfam06769"	"14.8"	"173.555555555556"	"2.47790233867277"	"15.6226378025591"	"0"	"0.000907769080441797"	"0.012159070287027"	"9"	"14"	"20"	"21"	"10"	"111"	"206"	"97"	"169"	"99"	"109"	"126"	"232"	"298"	"209"	"292"	"161"	"97"	"127"	"140"	"225"	"177"	"249"
"pfam06772"	"163.4"	"455.944444444444"	"41.3758383600864"	"63.0166733939157"	"13"	"0.0150970311153378"	"0.0643325938655056"	"250"	"274"	"88"	"129"	"76"	"272"	"337"	"864"	"493"	"152"	"180"	"221"	"788"	"880"	"631"	"885"	"548"	"529"	"110"	"255"	"404"	"153"	"505"
"pfam06775"	"1.8"	"2.38888888888889"	"1.8"	"0.88243161111408"	"36.5"	"0.497837598396522"	"0.675992227875815"	"0"	"0"	"9"	"0"	"0"	"2"	"0"	"0"	"2"	"0"	"0"	"3"	"0"	"0"	"0"	"7"	"9"	"0"	"0"	"0"	"3"	"4"	"13"
"pfam06776"	"285.4"	"248"	"20.2277037747738"	"28.6030986940569"	"66"	"0.129632381348628"	"0.290586459789485"	"300"	"356"	"270"	"263"	"238"	"236"	"109"	"420"	"390"	"179"	"203"	"235"	"223"	"91"	"140"	"158"	"355"	"229"	"147"	"232"	"412"	"182"	"523"
"pfam06777"	"10.6"	"52.0555555555556"	"2.35796522451032"	"12.4835767201128"	"11.5"	"0.0138592491376846"	"0.0608894392938354"	"8"	"5"	"8"	"18"	"14"	"20"	"87"	"0"	"226"	"49"	"72"	"36"	"27"	"14"	"9"	"70"	"33"	"11"	"54"	"17"	"26"	"104"	"82"
"pfam06778"	"547"	"723.5"	"36.8659734714818"	"56.0634706836639"	"21.5"	"0.0863924593028401"	"0.219721956910354"	"469"	"559"	"598"	"650"	"459"	"513"	"449"	"911"	"658"	"668"	"785"	"693"	"644"	"539"	"554"	"904"	"820"	"526"	"655"	"581"	"1155"	"598"	"1370"
"pfam06779"	"155.2"	"119.444444444444"	"5.99499791492874"	"16.6178151160196"	"68.5"	"0.0862369836801556"	"0.219721956910354"	"138"	"169"	"163"	"162"	"144"	"106"	"10"	"156"	"277"	"143"	"112"	"144"	"94"	"75"	"67"	"68"	"233"	"43"	"106"	"75"	"147"	"64"	"230"
"pfam06781"	"21.2"	"160.166666666667"	"8.05232885567896"	"27.0043872010563"	"2"	"0.00152791215218783"	"0.0158170894301789"	"41"	"39"	"7"	"2"	"17"	"86"	"186"	"359"	"159"	"49"	"49"	"60"	"271"	"386"	"226"	"316"	"164"	"80"	"21"	"60"	"170"	"44"	"197"
"pfam06782"	"17.8"	"95.4444444444444"	"4.21188793773054"	"14.0382815136918"	"4"	"0.00251376886212296"	"0.0201045918451135"	"3"	"14"	"22"	"25"	"25"	"91"	"32"	"25"	"63"	"89"	"101"	"78"	"104"	"16"	"79"	"119"	"65"	"45"	"152"	"123"	"178"	"94"	"264"
"pfam06790"	"6"	"17.6666666666667"	"2.5298221281347"	"3.30774492223754"	"21.5"	"0.0844487561426413"	"0.216680353349463"	"12"	"0"	"0"	"8"	"10"	"5"	"48"	"28"	"31"	"6"	"23"	"0"	"32"	"12"	"19"	"22"	"16"	"0"	"16"	"0"	"5"	"16"	"39"
"pfam06791"	"1.6"	"3.72222222222222"	"1.16619037896906"	"1.27777777777778"	"37"	"0.545988251992726"	"0.726396675018789"	"0"	"0"	"0"	"6"	"2"	"0"	"0"	"0"	"4"	"4"	"9"	"0"	"0"	"0"	"0"	"10"	"3"	"2"	"15"	"0"	"3"	"17"	"0"
"pfam06792"	"139"	"281.555555555556"	"23.6177899050694"	"35.9864918576912"	"9.5"	"0.00907036259267695"	"0.0451596002394849"	"144"	"227"	"96"	"126"	"102"	"316"	"158"	"207"	"324"	"307"	"278"	"317"	"242"	"154"	"172"	"233"	"284"	"191"	"208"	"299"	"500"	"102"	"776"
"pfam06793"	"196.4"	"135.944444444444"	"5.05568986390581"	"15.9446494031599"	"68"	"0.0943267259056733"	"0.23196102639265"	"203"	"211"	"194"	"181"	"193"	"117"	"37"	"204"	"262"	"140"	"133"	"150"	"91"	"44"	"72"	"89"	"197"	"105"	"83"	"127"	"229"	"115"	"252"
"pfam06794"	"17.4"	"5.33333333333333"	"3.61386219991853"	"2.35424800310645"	"78"	"0.0124814070723647"	"0.0565888636973463"	"13"	"9"	"15"	"30"	"20"	"0"	"0"	"24"	"36"	"3"	"0"	"4"	"0"	"0"	"0"	"5"	"1"	"0"	"0"	"2"	"5"	"0"	"16"
"pfam06796"	"2.6"	"0.611111111111111"	"0.748331477354788"	"0.611111111111111"	"76.5"	"0.00136515208663544"	"0.0151182909665239"	"4"	"3"	"2"	"4"	"0"	"0"	"0"	"0"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"pfam06798"	"614.6"	"271.388888888889"	"34.706771673551"	"26.9183149363467"	"90"	"5.94371303753455e-05"	"0.00315049836013766"	"567"	"549"	"635"	"741"	"581"	"221"	"136"	"440"	"299"	"261"	"288"	"266"	"220"	"86"	"148"	"194"	"390"	"222"	"187"	"274"	"409"	"310"	"534"
"pfam06800"	"128"	"142.888888888889"	"10.733126291999"	"19.0451628512847"	"50"	"0.737190597561681"	"0.795351416891926"	"102"	"113"	"159"	"147"	"119"	"117"	"93"	"69"	"85"	"172"	"206"	"188"	"83"	"115"	"75"	"118"	"188"	"100"	"93"	"150"	"288"	"67"	"365"
"pfam06803"	"173.2"	"101.555555555556"	"11.3771701226623"	"14.2806194878129"	"81"	"0.00493328182115367"	"0.0302860302763339"	"143"	"183"	"195"	"196"	"149"	"115"	"87"	"297"	"147"	"86"	"45"	"94"	"70"	"33"	"49"	"79"	"111"	"78"	"53"	"75"	"144"	"102"	"163"
"pfam06804"	"59.4"	"7.88888888888889"	"11.5956888540526"	"1.93672604426016"	"89"	"0.00104192514207359"	"0.0134886127578006"	"24"	"43"	"64"	"87"	"79"	"6"	"2"	"0"	"11"	"10"	"10"	"10"	"0"	"0"	"0"	"0"	"26"	"23"	"3"	"13"	"10"	"0"	"18"
"pfam06807"	"0"	"0.166666666666667"	"0"	"0.166666666666667"	"42.5"	"0.673289979659996"	"0.74521387741079"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"pfam06808"	"3348.8"	"1000.11111111111"	"223.832392651287"	"125.961709320571"	"90"	"5.94371303753455e-05"	"0.00315049836013766"	"3042"	"3249"	"3288"	"4209"	"2956"	"913"	"172"	"2240"	"1630"	"1035"	"1053"	"965"	"586"	"310"	"476"	"636"	"1493"	"989"	"980"	"890"	"1353"	"529"	"1752"
"pfam06810"	"0"	"0.5"	"0"	"0.345370881447226"	"40"	"0.492778130690203"	"0.669435894685097"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"
"pfam06812"	"55.6"	"135.722222222222"	"4.96588360717405"	"24.7625066513313"	"20"	"0.0666884602811376"	"0.190823826604322"	"50"	"49"	"67"	"68"	"44"	"132"	"21"	"62"	"151"	"144"	"179"	"184"	"54"	"17"	"58"	"59"	"138"	"60"	"148"	"129"	"362"	"136"	"409"
"pfam06816"	"0.6"	"0"	"0.6"	"0"	"54"	"0.0731397996589089"	"0.195692298687256"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"pfam06819"	"0"	"1.44444444444444"	"0"	"0.75069563479013"	"35"	"0.283973167200284"	"0.508251748501558"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"7"	"11"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"pfam06821"	"61.2"	"70.7222222222222"	"8.13879597975032"	"12.0051202462872"	"47"	"0.910935460551609"	"0.919984045243255"	"46"	"64"	"72"	"84"	"40"	"28"	"40"	"232"	"105"	"49"	"41"	"63"	"45"	"133"	"34"	"84"	"82"	"16"	"29"	"47"	"81"	"61"	"103"
"pfam06823"	"206.8"	"155.611111111111"	"25.8251815095267"	"27.7816108466476"	"58"	"0.36304199233261"	"0.585899404211635"	"246"	"282"	"179"	"192"	"135"	"296"	"3"	"327"	"252"	"151"	"63"	"205"	"83"	"38"	"66"	"102"	"184"	"243"	"30"	"136"	"212"	"4"	"406"
"pfam06824"	"56.6"	"89.0555555555556"	"6.55438784326958"	"10.2327400422709"	"21.5"	"0.0863924593028401"	"0.219721956910354"	"53"	"35"	"75"	"63"	"57"	"85"	"104"	"147"	"124"	"62"	"51"	"74"	"66"	"35"	"58"	"113"	"103"	"64"	"26"	"71"	"97"	"207"	"116"
"pfam06825"	"0"	"0.166666666666667"	"0"	"0.166666666666667"	"42.5"	"0.673289979659996"	"0.74521387741079"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"pfam06826"	"293.8"	"553.111111111111"	"36.9437410125179"	"91.7513651085028"	"21.5"	"0.0863924593028401"	"0.219721956910354"	"269"	"408"	"260"	"340"	"192"	"695"	"131"	"274"	"405"	"712"	"672"	"745"	"346"	"109"	"327"	"539"	"392"	"269"	"294"	"659"	"1338"	"448"	"1601"
"pfam06827"	"1086.8"	"1488.66666666667"	"88.6083517508367"	"150.060532448385"	"24"	"0.129632381348628"	"0.290586459789485"	"889"	"877"	"1185"	"1332"	"1151"	"1129"	"801"	"1628"	"1375"	"1325"	"1550"	"1654"	"1171"	"1132"	"943"	"1539"	"1696"	"846"	"1249"	"1253"	"2781"	"1386"	"3338"
"pfam06831"	"1049"	"1554.16666666667"	"68.2693196099097"	"142.887502026224"	"13"	"0.0150970311153378"	"0.0643325938655056"	"913"	"980"	"1128"	"1279"	"945"	"1034"	"944"	"2340"	"1423"	"1293"	"1391"	"1431"	"1546"	"1429"	"1242"	"1949"	"1799"	"1004"	"1054"	"1143"	"2534"	"1212"	"3207"
"pfam06832"	"119.6"	"90.5555555555556"	"16.931036589648"	"15.0452959278642"	"59"	"0.314185084997195"	"0.543849252067028"	"89"	"92"	"118"	"183"	"116"	"70"	"24"	"193"	"160"	"51"	"106"	"56"	"40"	"7"	"16"	"70"	"123"	"35"	"93"	"65"	"184"	"119"	"218"
"pfam06833"	"20"	"24.1666666666667"	"4.85798312059645"	"2.83794319334046"	"33"	"0.390888242366933"	"0.610272247583921"	"5"	"19"	"31"	"30"	"15"	"21"	"20"	"35"	"38"	"11"	"8"	"30"	"35"	"31"	"21"	"23"	"28"	"25"	"0"	"24"	"33"	"6"	"46"
"pfam06834"	"0.4"	"7.77777777777778"	"0.4"	"2.25868773799052"	"21.5"	"0.0689310522775771"	"0.195375819187798"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"5"	"13"	"32"	"10"	"9"	"0"	"2"	"0"	"9"	"0"	"5"	"24"	"22"	"0"	"0"	"9"
"pfam06835"	"422.4"	"384"	"50.6740564786361"	"58.4035991370126"	"55"	"0.47878183735928"	"0.669435894685097"	"321"	"316"	"486"	"582"	"407"	"314"	"129"	"248"	"442"	"438"	"503"	"442"	"169"	"67"	"147"	"260"	"507"	"134"	"409"	"356"	"909"	"460"	"978"
"pfam06838"	"12.2"	"11.7222222222222"	"1.93390796058137"	"4.16945440511236"	"65"	"0.141394085926824"	"0.313475845182831"	"9"	"7"	"13"	"18"	"14"	"0"	"46"	"63"	"8"	"3"	"0"	"0"	"8"	"8"	"9"	"8"	"0"	"2"	"0"	"0"	"13"	"33"	"10"
"pfam06839"	"0.4"	"0.222222222222222"	"0.4"	"0.222222222222222"	"51"	"0.401851891879175"	"0.617095779085421"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"0"
"pfam06840"	"0.8"	"0"	"0.8"	"0"	"54"	"0.0731397996589089"	"0.195692298687256"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"pfam06841"	"126.8"	"290.277777777778"	"18.1339460680791"	"28.5716397569745"	"5"	"0.00323076023846039"	"0.0236206886063382"	"109"	"161"	"95"	"179"	"90"	"247"	"154"	"312"	"207"	"230"	"297"	"303"	"280"	"312"	"175"	"417"	"270"	"134"	"243"	"263"	"519"	"246"	"616"
"pfam06844"	"149.2"	"100.944444444444"	"12.0183193500589"	"11.2070450013187"	"74"	"0.0335603462338169"	"0.114692233228272"	"137"	"141"	"174"	"179"	"115"	"119"	"25"	"173"	"161"	"121"	"119"	"88"	"57"	"24"	"30"	"71"	"109"	"95"	"88"	"99"	"155"	"107"	"176"
"pfam06847"	"27.2"	"48.6666666666667"	"4.37492857084547"	"10.6590046010388"	"34.5"	"0.455722390765236"	"0.669435894685097"	"42"	"30"	"27"	"20"	"17"	"10"	"62"	"3"	"173"	"80"	"55"	"17"	"35"	"10"	"0"	"54"	"54"	"11"	"57"	"28"	"29"	"131"	"67"
"pfam06848"	"2.4"	"0.5"	"0.678232998312527"	"0.345370881447226"	"72.5"	"0.00913104116976084"	"0.0453837283526192"	"0"	"3"	"2"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"4"	"0"	"0"	"0"	"0"
"pfam06849"	"118.8"	"145.444444444444"	"10.4374326345131"	"28.8847407781072"	"45"	"1"	"1"	"116"	"100"	"121"	"157"	"100"	"19"	"330"	"16"	"511"	"159"	"199"	"64"	"91"	"34"	"64"	"159"	"114"	"61"	"215"	"82"	"150"	"129"	"221"
"pfam06850"	"450.8"	"530.555555555556"	"37.5011999808006"	"54.9156942829335"	"35.5"	"0.502229339173645"	"0.679197206819617"	"470"	"536"	"425"	"503"	"320"	"520"	"236"	"535"	"738"	"451"	"481"	"503"	"596"	"465"	"430"	"507"	"677"	"374"	"324"	"497"	"876"	"162"	"1178"
"pfam06853"	"36.6"	"12.3333333333333"	"6.54675492133316"	"6.36164980451566"	"83"	"0.00496959746081673"	"0.0304874458199575"	"21"	"23"	"40"	"56"	"43"	"2"	"0"	"30"	"116"	"2"	"6"	"6"	"4"	"0"	"3"	"3"	"6"	"18"	"0"	"0"	"12"	"2"	"12"
